"year","month","day","trt","tariff","stimulus","kwh_mean","kwh_sd","n"
2009,7,14,1,"D","2",9.96161842105263,6.71498669412115,114
2009,7,15,1,"D","2",10.3824912280702,6.55388370303004,114
2009,7,16,1,"D","2",10.0101929824561,6.47565992246773,114
2009,7,17,1,"D","2",9.96215350877193,6.77897983721048,114
2009,7,18,1,"D","2",10.6471842105263,7.35944246856153,114
2009,7,19,1,"D","2",10.9500877192982,7.46505658723658,114
2009,7,20,1,"D","2",10.6900526315789,6.60562201567873,114
2009,7,21,1,"D","2",10.3156140350877,6.51493749555218,114
2009,7,22,1,"D","2",10.1535614035088,6.68353666317876,114
2009,7,23,1,"D","2",10.4170657894737,6.5742079096602,114
2009,7,24,1,"D","2",10.4393464912281,6.89486801394823,114
2009,7,25,1,"D","2",10.1413859649123,6.84737760992474,114
2009,7,26,1,"D","2",10.4694385964912,6.79429646938484,114
2009,7,27,1,"D","2",9.90810087719298,6.03567116795625,114
2009,7,28,1,"D","2",9.89783333333333,6.19115062742342,114
2009,7,29,1,"D","2",9.78855701754386,6.3069774841566,114
2009,7,30,1,"D","2",9.50836842105263,5.82048419740732,114
2009,7,31,1,"D","2",10.1846140350877,6.91482342732833,114
2009,8,1,1,"D","2",10.8523377192982,6.76899057699126,114
2009,8,2,1,"D","2",10.9730789473684,7.30408018340233,114
2009,8,3,1,"D","2",11.1269561403509,7.12996740288488,114
2009,8,4,1,"D","2",10.1515657894737,6.04843839222749,114
2009,8,5,1,"D","2",10.7428201754386,6.37904799404247,114
2009,8,6,1,"D","2",10.128298245614,5.94252430150514,114
2009,8,7,1,"D","2",10.0456666666667,6.293129617214,114
2009,8,8,1,"D","2",10.2302763157895,6.06565443036027,114
2009,8,9,1,"D","2",10.9182456140351,6.73744689546629,114
2009,8,10,1,"D","2",10.2491798245614,6.46241529518689,114
2009,8,11,1,"D","2",10.0904122807018,5.96033198956783,114
2009,8,12,1,"D","2",10.0686184210526,6.06697076783787,114
2009,8,13,1,"D","2",10.0204912280702,6.43559136186516,114
2009,8,14,1,"D","2",9.92309210526316,6.21125295796373,114
2009,8,15,1,"D","2",10.3790438596491,6.2564218804239,114
2009,8,16,1,"D","2",11.0078464912281,6.73520815063805,114
2009,8,17,1,"D","2",10.2546842105263,6.1029169470202,114
2009,8,18,1,"D","2",10.0996228070175,5.79091640636376,114
2009,8,19,1,"D","2",9.93445175438596,6.26540806253908,114
2009,8,20,1,"D","2",9.64592543859649,5.90219035546796,114
2009,8,21,1,"D","2",9.76409210526316,6.39114436952108,114
2009,8,22,1,"D","2",10.8259385964912,7.64539928321184,114
2009,8,23,1,"D","2",12.1639605263158,9.52132337657683,114
2009,8,24,1,"D","2",11.2846403508772,7.86250937574431,114
2009,8,25,1,"D","2",10.4054254385965,6.54909764041455,114
2009,8,26,1,"D","2",10.9212105263158,6.87300536564401,114
2009,8,27,1,"D","2",10.9148289473684,7.00334751589886,114
2009,8,28,1,"D","2",10.2610964912281,6.18507379852997,114
2009,8,29,1,"D","2",11.6125614035088,7.1035130496564,114
2009,8,30,1,"D","2",12.0241052631579,7.79686581190299,114
2009,8,31,1,"D","2",11.2931754385965,6.95726790479118,114
2009,9,1,1,"D","2",10.8707763157895,6.58811568770364,114
2009,9,2,1,"D","2",10.8924342105263,6.2979860826268,114
2009,9,3,1,"D","2",10.5025131578947,6.32676530105267,114
2009,9,4,1,"D","2",10.4047631578947,6.1396192447055,114
2009,9,5,1,"D","2",11.3952192982456,7.20993652471509,114
2009,9,6,1,"D","2",11.9941973684211,8.05611531876779,114
2009,9,7,1,"D","2",11.2080307017544,7.12877184630422,114
2009,9,8,1,"D","2",10.8706798245614,6.59946806824222,114
2009,9,9,1,"D","2",10.4865438596491,5.87653999193576,114
2009,9,10,1,"D","2",10.3005263157895,6.1967995746456,114
2009,9,11,1,"D","2",9.97582894736842,6.22705180736699,114
2009,9,12,1,"D","2",11.8495350877193,7.65538335563718,114
2009,9,13,1,"D","2",12.0747763157895,7.42164162036375,114
2009,9,14,1,"D","2",11.4569956140351,7.12983453571103,114
2009,9,15,1,"D","2",10.7660263157895,6.58670334130671,114
2009,9,16,1,"D","2",10.8325438596491,7.43313565087131,114
2009,9,17,1,"D","2",10.63525,6.24953740987198,114
2009,9,18,1,"D","2",10.8421535087719,6.60259066683958,114
2009,9,19,1,"D","2",12.0091973684211,8.60419349874225,114
2009,9,20,1,"D","2",12.1094956140351,8.57167891374981,114
2009,9,21,1,"D","2",10.9108903508772,7.41920306580673,114
2009,9,22,1,"D","2",10.5897543859649,6.96134492658764,114
2009,9,23,1,"D","2",10.6352719298246,6.71822131305902,114
2009,9,24,1,"D","2",10.7368070175439,6.9267015683726,114
2009,9,25,1,"D","2",10.8476315789474,7.78913436664491,114
2009,9,26,1,"D","2",12.3552587719298,8.17813435954671,114
2009,9,27,1,"D","2",12.3944780701754,8.1414582347125,114
2009,9,28,1,"D","2",11.6158070175439,7.22954509318972,114
2009,9,29,1,"D","2",11.2569078947368,7.58835484507122,114
2009,9,30,1,"D","2",11.3042807017544,7.04085048885076,114
2009,10,1,1,"D","2",11.1985526315789,6.7869560325282,114
2009,10,2,1,"D","2",11.6724473684211,7.96551962022656,114
2009,10,3,1,"D","2",12.5084342105263,8.26099338278468,114
2009,10,4,1,"D","2",13.304899122807,8.75451028893254,114
2009,10,5,1,"D","2",11.6953859649123,7.90036154208973,114
2009,10,6,1,"D","2",12.3766929824561,8.00960489383518,114
2009,10,7,1,"D","2",11.4471578947368,6.87255369713336,114
2009,10,8,1,"D","2",11.5275350877193,7.51034654342247,114
2009,10,9,1,"D","2",12.113451754386,7.6061352509416,114
2009,10,10,1,"D","2",12.3505087719298,7.38849476957921,114
2009,10,11,1,"D","2",12.8357192982456,7.76553423534609,114
2009,10,12,1,"D","2",11.6521578947368,6.57146490292871,114
2009,10,13,1,"D","2",11.3985350877193,7.0132754699457,114
2009,10,14,1,"D","2",11.5519912280702,7.31336775079234,114
2009,10,15,1,"D","2",11.5299692982456,7.23027984112008,114
2009,10,16,1,"D","2",11.3211578947368,7.00108339540116,114
2009,10,17,1,"D","2",12.4523552631579,7.47694909496439,114
2009,10,18,1,"D","2",13.6576929824561,8.39197970554966,114
2009,10,19,1,"D","2",12.4047280701754,7.96480176915031,114
2009,10,20,1,"D","2",11.9858289473684,7.49783272604415,114
2009,10,21,1,"D","2",12.2455043859649,8.11701758966097,114
2009,10,22,1,"D","2",11.7557280701754,7.78469362511488,114
2009,10,23,1,"D","2",11.5504956140351,7.50678630333666,114
2009,10,24,1,"D","2",12.2625438596491,7.71977278098875,114
2009,10,25,1,"D","2",12.3748377192982,8.80850859713112,114
2009,10,26,1,"D","2",12.7054166666667,8.67903346768865,114
2009,10,27,1,"D","2",12.4131359649123,8.94524058781137,114
2009,10,28,1,"D","2",11.6978421052632,7.2207051908193,114
2009,10,29,1,"D","2",12.3813552631579,7.89540687712891,114
2009,10,30,1,"D","2",12.435399122807,7.32730889890079,114
2009,10,31,1,"D","2",13.3773070175439,8.73344218535315,114
2009,11,1,1,"D","2",13.8358377192982,8.91118313373151,114
2009,11,2,1,"D","2",12.5326973684211,7.42789842675131,114
2009,11,3,1,"D","2",12.6546271929825,8.07156744430814,114
2009,11,4,1,"D","2",12.4618859649123,7.67861346980946,114
2009,11,5,1,"D","2",12.7636973684211,8.79417257263295,114
2009,11,6,1,"D","2",12.7849429824561,8.41541576270059,114
2009,11,7,1,"D","2",12.9728070175439,8.5396751470589,114
2009,11,8,1,"D","2",13.2279780701754,8.74556793148422,114
2009,11,9,1,"D","2",13.197548245614,8.62115200527715,114
2009,11,10,1,"D","2",12.4911140350877,7.29208827599708,114
2009,11,11,1,"D","2",13.2129254385965,8.37790297943865,114
2009,11,12,1,"D","2",12.5177719298246,7.64360028486448,114
2009,11,13,1,"D","2",12.3122807017544,7.90152700880986,114
2009,11,14,1,"D","2",13.9998421052632,9.72177935394067,114
2009,11,15,1,"D","2",14.1498947368421,10.3737925940941,114
2009,11,16,1,"D","2",13.1470219298246,8.42920184009253,114
2009,11,17,1,"D","2",13.3927587719298,8.9349897918618,114
2009,11,18,1,"D","2",12.6641140350877,7.73852665484625,114
2009,11,19,1,"D","2",12.6587719298246,7.14938188866713,114
2009,11,20,1,"D","2",12.7191228070175,7.92036402426179,114
