,ts,date,year,month,day,hour,minute,tz,hour_cer,day_cer
7018,2009-05-27 06:00:00+01:00,5/27/09,2009,5,27,6,0,IST,13,147
7019,2009-05-27 06:30:00+01:00,5/27/09,2009,5,27,6,30,IST,14,147
7020,2009-05-27 07:00:00+01:00,5/27/09,2009,5,27,7,0,IST,15,147
7021,2009-05-27 07:30:00+01:00,5/27/09,2009,5,27,7,30,IST,16,147
7022,2009-05-27 08:00:00+01:00,5/27/09,2009,5,27,8,0,IST,17,147
7023,2009-05-27 08:30:00+01:00,5/27/09,2009,5,27,8,30,IST,18,147
7024,2009-05-27 09:00:00+01:00,5/27/09,2009,5,27,9,0,IST,19,147
7025,2009-05-27 09:30:00+01:00,5/27/09,2009,5,27,9,30,IST,20,147
7026,2009-05-27 10:00:00+01:00,5/27/09,2009,5,27,10,0,IST,21,147
7027,2009-05-27 10:30:00+01:00,5/27/09,2009,5,27,10,30,IST,22,147
7028,2009-05-27 11:00:00+01:00,5/27/09,2009,5,27,11,0,IST,23,147
7029,2009-05-27 11:30:00+01:00,5/27/09,2009,5,27,11,30,IST,24,147
7030,2009-05-27 12:00:00+01:00,5/27/09,2009,5,27,12,0,IST,25,147
7031,2009-05-27 12:30:00+01:00,5/27/09,2009,5,27,12,30,IST,26,147
7032,2009-05-27 13:00:00+01:00,5/27/09,2009,5,27,13,0,IST,27,147
7033,2009-05-27 13:30:00+01:00,5/27/09,2009,5,27,13,30,IST,28,147
7034,2009-05-27 14:00:00+01:00,5/27/09,2009,5,27,14,0,IST,29,147
7035,2009-05-27 14:30:00+01:00,5/27/09,2009,5,27,14,30,IST,30,147
7036,2009-05-27 15:00:00+01:00,5/27/09,2009,5,27,15,0,IST,31,147
7037,2009-05-27 15:30:00+01:00,5/27/09,2009,5,27,15,30,IST,32,147
7038,2009-05-27 16:00:00+01:00,5/27/09,2009,5,27,16,0,IST,33,147
7039,2009-05-27 16:30:00+01:00,5/27/09,2009,5,27,16,30,IST,34,147
7040,2009-05-27 17:00:00+01:00,5/27/09,2009,5,27,17,0,IST,35,147
7041,2009-05-27 17:30:00+01:00,5/27/09,2009,5,27,17,30,IST,36,147
7042,2009-05-27 18:00:00+01:00,5/27/09,2009,5,27,18,0,IST,37,147
7043,2009-05-27 18:30:00+01:00,5/27/09,2009,5,27,18,30,IST,38,147
7044,2009-05-27 19:00:00+01:00,5/27/09,2009,5,27,19,0,IST,39,147
7045,2009-05-27 19:30:00+01:00,5/27/09,2009,5,27,19,30,IST,40,147
7046,2009-05-27 20:00:00+01:00,5/27/09,2009,5,27,20,0,IST,41,147
7047,2009-05-27 20:30:00+01:00,5/27/09,2009,5,27,20,30,IST,42,147
7048,2009-05-27 21:00:00+01:00,5/27/09,2009,5,27,21,0,IST,43,147
7049,2009-05-27 21:30:00+01:00,5/27/09,2009,5,27,21,30,IST,44,147
7050,2009-05-27 22:00:00+01:00,5/27/09,2009,5,27,22,0,IST,45,147
7051,2009-05-27 22:30:00+01:00,5/27/09,2009,5,27,22,30,IST,46,147
7052,2009-05-27 23:00:00+01:00,5/27/09,2009,5,27,23,0,IST,47,147
7053,2009-05-27 23:30:00+01:00,5/27/09,2009,5,27,23,30,IST,48,147
7054,2009-05-28 00:00:00+01:00,5/28/09,2009,5,28,0,0,IST,1,148
7055,2009-05-28 00:30:00+01:00,5/28/09,2009,5,28,0,30,IST,2,148
7056,2009-05-28 01:00:00+01:00,5/28/09,2009,5,28,1,0,IST,3,148
7057,2009-05-28 01:30:00+01:00,5/28/09,2009,5,28,1,30,IST,4,148
7058,2009-05-28 02:00:00+01:00,5/28/09,2009,5,28,2,0,IST,5,148
7059,2009-05-28 02:30:00+01:00,5/28/09,2009,5,28,2,30,IST,6,148
7060,2009-05-28 03:00:00+01:00,5/28/09,2009,5,28,3,0,IST,7,148
7061,2009-05-28 03:30:00+01:00,5/28/09,2009,5,28,3,30,IST,8,148
7062,2009-05-28 04:00:00+01:00,5/28/09,2009,5,28,4,0,IST,9,148
7063,2009-05-28 04:30:00+01:00,5/28/09,2009,5,28,4,30,IST,10,148
7064,2009-05-28 05:00:00+01:00,5/28/09,2009,5,28,5,0,IST,11,148
7065,2009-05-28 05:30:00+01:00,5/28/09,2009,5,28,5,30,IST,12,148
7066,2009-05-28 06:00:00+01:00,5/28/09,2009,5,28,6,0,IST,13,148
7067,2009-05-28 06:30:00+01:00,5/28/09,2009,5,28,6,30,IST,14,148
7068,2009-05-28 07:00:00+01:00,5/28/09,2009,5,28,7,0,IST,15,148
7069,2009-05-28 07:30:00+01:00,5/28/09,2009,5,28,7,30,IST,16,148
7070,2009-05-28 08:00:00+01:00,5/28/09,2009,5,28,8,0,IST,17,148
7071,2009-05-28 08:30:00+01:00,5/28/09,2009,5,28,8,30,IST,18,148
7072,2009-05-28 09:00:00+01:00,5/28/09,2009,5,28,9,0,IST,19,148
7073,2009-05-28 09:30:00+01:00,5/28/09,2009,5,28,9,30,IST,20,148
7074,2009-05-28 10:00:00+01:00,5/28/09,2009,5,28,10,0,IST,21,148
7075,2009-05-28 10:30:00+01:00,5/28/09,2009,5,28,10,30,IST,22,148
7076,2009-05-28 11:00:00+01:00,5/28/09,2009,5,28,11,0,IST,23,148
7077,2009-05-28 11:30:00+01:00,5/28/09,2009,5,28,11,30,IST,24,148
7078,2009-05-28 12:00:00+01:00,5/28/09,2009,5,28,12,0,IST,25,148
7079,2009-05-28 12:30:00+01:00,5/28/09,2009,5,28,12,30,IST,26,148
7080,2009-05-28 13:00:00+01:00,5/28/09,2009,5,28,13,0,IST,27,148
7081,2009-05-28 13:30:00+01:00,5/28/09,2009,5,28,13,30,IST,28,148
7082,2009-05-28 14:00:00+01:00,5/28/09,2009,5,28,14,0,IST,29,148
7083,2009-05-28 14:30:00+01:00,5/28/09,2009,5,28,14,30,IST,30,148
7084,2009-05-28 15:00:00+01:00,5/28/09,2009,5,28,15,0,IST,31,148
7085,2009-05-28 15:30:00+01:00,5/28/09,2009,5,28,15,30,IST,32,148
7086,2009-05-28 16:00:00+01:00,5/28/09,2009,5,28,16,0,IST,33,148
7087,2009-05-28 16:30:00+01:00,5/28/09,2009,5,28,16,30,IST,34,148
7088,2009-05-28 17:00:00+01:00,5/28/09,2009,5,28,17,0,IST,35,148
7089,2009-05-28 17:30:00+01:00,5/28/09,2009,5,28,17,30,IST,36,148
7090,2009-05-28 18:00:00+01:00,5/28/09,2009,5,28,18,0,IST,37,148
7091,2009-05-28 18:30:00+01:00,5/28/09,2009,5,28,18,30,IST,38,148
7092,2009-05-28 19:00:00+01:00,5/28/09,2009,5,28,19,0,IST,39,148
7093,2009-05-28 19:30:00+01:00,5/28/09,2009,5,28,19,30,IST,40,148
7094,2009-05-28 20:00:00+01:00,5/28/09,2009,5,28,20,0,IST,41,148
7095,2009-05-28 20:30:00+01:00,5/28/09,2009,5,28,20,30,IST,42,148
7096,2009-05-28 21:00:00+01:00,5/28/09,2009,5,28,21,0,IST,43,148
7097,2009-05-28 21:30:00+01:00,5/28/09,2009,5,28,21,30,IST,44,148
7098,2009-05-28 22:00:00+01:00,5/28/09,2009,5,28,22,0,IST,45,148
7099,2009-05-28 22:30:00+01:00,5/28/09,2009,5,28,22,30,IST,46,148
7100,2009-05-28 23:00:00+01:00,5/28/09,2009,5,28,23,0,IST,47,148
7101,2009-05-28 23:30:00+01:00,5/28/09,2009,5,28,23,30,IST,48,148
7102,2009-05-29 00:00:00+01:00,5/29/09,2009,5,29,0,0,IST,1,149
7103,2009-05-29 00:30:00+01:00,5/29/09,2009,5,29,0,30,IST,2,149
7104,2009-05-29 01:00:00+01:00,5/29/09,2009,5,29,1,0,IST,3,149
7105,2009-05-29 01:30:00+01:00,5/29/09,2009,5,29,1,30,IST,4,149
7106,2009-05-29 02:00:00+01:00,5/29/09,2009,5,29,2,0,IST,5,149
7107,2009-05-29 02:30:00+01:00,5/29/09,2009,5,29,2,30,IST,6,149
7108,2009-05-29 03:00:00+01:00,5/29/09,2009,5,29,3,0,IST,7,149
7109,2009-05-29 03:30:00+01:00,5/29/09,2009,5,29,3,30,IST,8,149
7110,2009-05-29 04:00:00+01:00,5/29/09,2009,5,29,4,0,IST,9,149
7111,2009-05-29 04:30:00+01:00,5/29/09,2009,5,29,4,30,IST,10,149
7112,2009-05-29 05:00:00+01:00,5/29/09,2009,5,29,5,0,IST,11,149
7113,2009-05-29 05:30:00+01:00,5/29/09,2009,5,29,5,30,IST,12,149
7114,2009-05-29 06:00:00+01:00,5/29/09,2009,5,29,6,0,IST,13,149
7115,2009-05-29 06:30:00+01:00,5/29/09,2009,5,29,6,30,IST,14,149
7116,2009-05-29 07:00:00+01:00,5/29/09,2009,5,29,7,0,IST,15,149
7117,2009-05-29 07:30:00+01:00,5/29/09,2009,5,29,7,30,IST,16,149
7118,2009-05-29 08:00:00+01:00,5/29/09,2009,5,29,8,0,IST,17,149
7119,2009-05-29 08:30:00+01:00,5/29/09,2009,5,29,8,30,IST,18,149
7120,2009-05-29 09:00:00+01:00,5/29/09,2009,5,29,9,0,IST,19,149
7121,2009-05-29 09:30:00+01:00,5/29/09,2009,5,29,9,30,IST,20,149
7122,2009-05-29 10:00:00+01:00,5/29/09,2009,5,29,10,0,IST,21,149
7123,2009-05-29 10:30:00+01:00,5/29/09,2009,5,29,10,30,IST,22,149
7124,2009-05-29 11:00:00+01:00,5/29/09,2009,5,29,11,0,IST,23,149
7125,2009-05-29 11:30:00+01:00,5/29/09,2009,5,29,11,30,IST,24,149
7126,2009-05-29 12:00:00+01:00,5/29/09,2009,5,29,12,0,IST,25,149
7127,2009-05-29 12:30:00+01:00,5/29/09,2009,5,29,12,30,IST,26,149
7128,2009-05-29 13:00:00+01:00,5/29/09,2009,5,29,13,0,IST,27,149
7129,2009-05-29 13:30:00+01:00,5/29/09,2009,5,29,13,30,IST,28,149
7130,2009-05-29 14:00:00+01:00,5/29/09,2009,5,29,14,0,IST,29,149
7131,2009-05-29 14:30:00+01:00,5/29/09,2009,5,29,14,30,IST,30,149
7132,2009-05-29 15:00:00+01:00,5/29/09,2009,5,29,15,0,IST,31,149
7133,2009-05-29 15:30:00+01:00,5/29/09,2009,5,29,15,30,IST,32,149
7134,2009-05-29 16:00:00+01:00,5/29/09,2009,5,29,16,0,IST,33,149
7135,2009-05-29 16:30:00+01:00,5/29/09,2009,5,29,16,30,IST,34,149
7136,2009-05-29 17:00:00+01:00,5/29/09,2009,5,29,17,0,IST,35,149
7137,2009-05-29 17:30:00+01:00,5/29/09,2009,5,29,17,30,IST,36,149
7138,2009-05-29 18:00:00+01:00,5/29/09,2009,5,29,18,0,IST,37,149
7139,2009-05-29 18:30:00+01:00,5/29/09,2009,5,29,18,30,IST,38,149
7140,2009-05-29 19:00:00+01:00,5/29/09,2009,5,29,19,0,IST,39,149
7141,2009-05-29 19:30:00+01:00,5/29/09,2009,5,29,19,30,IST,40,149
7142,2009-05-29 20:00:00+01:00,5/29/09,2009,5,29,20,0,IST,41,149
7143,2009-05-29 20:30:00+01:00,5/29/09,2009,5,29,20,30,IST,42,149
7144,2009-05-29 21:00:00+01:00,5/29/09,2009,5,29,21,0,IST,43,149
7145,2009-05-29 21:30:00+01:00,5/29/09,2009,5,29,21,30,IST,44,149
7146,2009-05-29 22:00:00+01:00,5/29/09,2009,5,29,22,0,IST,45,149
7147,2009-05-29 22:30:00+01:00,5/29/09,2009,5,29,22,30,IST,46,149
7148,2009-05-29 23:00:00+01:00,5/29/09,2009,5,29,23,0,IST,47,149
7149,2009-05-29 23:30:00+01:00,5/29/09,2009,5,29,23,30,IST,48,149
7150,2009-05-30 00:00:00+01:00,5/30/09,2009,5,30,0,0,IST,1,150
7151,2009-05-30 00:30:00+01:00,5/30/09,2009,5,30,0,30,IST,2,150
7152,2009-05-30 01:00:00+01:00,5/30/09,2009,5,30,1,0,IST,3,150
7153,2009-05-30 01:30:00+01:00,5/30/09,2009,5,30,1,30,IST,4,150
7154,2009-05-30 02:00:00+01:00,5/30/09,2009,5,30,2,0,IST,5,150
7155,2009-05-30 02:30:00+01:00,5/30/09,2009,5,30,2,30,IST,6,150
7156,2009-05-30 03:00:00+01:00,5/30/09,2009,5,30,3,0,IST,7,150
7157,2009-05-30 03:30:00+01:00,5/30/09,2009,5,30,3,30,IST,8,150
7158,2009-05-30 04:00:00+01:00,5/30/09,2009,5,30,4,0,IST,9,150
7159,2009-05-30 04:30:00+01:00,5/30/09,2009,5,30,4,30,IST,10,150
7160,2009-05-30 05:00:00+01:00,5/30/09,2009,5,30,5,0,IST,11,150
7161,2009-05-30 05:30:00+01:00,5/30/09,2009,5,30,5,30,IST,12,150
7162,2009-05-30 06:00:00+01:00,5/30/09,2009,5,30,6,0,IST,13,150
7163,2009-05-30 06:30:00+01:00,5/30/09,2009,5,30,6,30,IST,14,150
7164,2009-05-30 07:00:00+01:00,5/30/09,2009,5,30,7,0,IST,15,150
7165,2009-05-30 07:30:00+01:00,5/30/09,2009,5,30,7,30,IST,16,150
7166,2009-05-30 08:00:00+01:00,5/30/09,2009,5,30,8,0,IST,17,150
7167,2009-05-30 08:30:00+01:00,5/30/09,2009,5,30,8,30,IST,18,150
7168,2009-05-30 09:00:00+01:00,5/30/09,2009,5,30,9,0,IST,19,150
7169,2009-05-30 09:30:00+01:00,5/30/09,2009,5,30,9,30,IST,20,150
7170,2009-05-30 10:00:00+01:00,5/30/09,2009,5,30,10,0,IST,21,150
7171,2009-05-30 10:30:00+01:00,5/30/09,2009,5,30,10,30,IST,22,150
7172,2009-05-30 11:00:00+01:00,5/30/09,2009,5,30,11,0,IST,23,150
7173,2009-05-30 11:30:00+01:00,5/30/09,2009,5,30,11,30,IST,24,150
7174,2009-05-30 12:00:00+01:00,5/30/09,2009,5,30,12,0,IST,25,150
7175,2009-05-30 12:30:00+01:00,5/30/09,2009,5,30,12,30,IST,26,150
7176,2009-05-30 13:00:00+01:00,5/30/09,2009,5,30,13,0,IST,27,150
7177,2009-05-30 13:30:00+01:00,5/30/09,2009,5,30,13,30,IST,28,150
7178,2009-05-30 14:00:00+01:00,5/30/09,2009,5,30,14,0,IST,29,150
7179,2009-05-30 14:30:00+01:00,5/30/09,2009,5,30,14,30,IST,30,150
7180,2009-05-30 15:00:00+01:00,5/30/09,2009,5,30,15,0,IST,31,150
7181,2009-05-30 15:30:00+01:00,5/30/09,2009,5,30,15,30,IST,32,150
7182,2009-05-30 16:00:00+01:00,5/30/09,2009,5,30,16,0,IST,33,150
7183,2009-05-30 16:30:00+01:00,5/30/09,2009,5,30,16,30,IST,34,150
7184,2009-05-30 17:00:00+01:00,5/30/09,2009,5,30,17,0,IST,35,150
7185,2009-05-30 17:30:00+01:00,5/30/09,2009,5,30,17,30,IST,36,150
7186,2009-05-30 18:00:00+01:00,5/30/09,2009,5,30,18,0,IST,37,150
7187,2009-05-30 18:30:00+01:00,5/30/09,2009,5,30,18,30,IST,38,150
7188,2009-05-30 19:00:00+01:00,5/30/09,2009,5,30,19,0,IST,39,150
7189,2009-05-30 19:30:00+01:00,5/30/09,2009,5,30,19,30,IST,40,150
7190,2009-05-30 20:00:00+01:00,5/30/09,2009,5,30,20,0,IST,41,150
7191,2009-05-30 20:30:00+01:00,5/30/09,2009,5,30,20,30,IST,42,150
7192,2009-05-30 21:00:00+01:00,5/30/09,2009,5,30,21,0,IST,43,150
7193,2009-05-30 21:30:00+01:00,5/30/09,2009,5,30,21,30,IST,44,150
7194,2009-05-30 22:00:00+01:00,5/30/09,2009,5,30,22,0,IST,45,150
7195,2009-05-30 22:30:00+01:00,5/30/09,2009,5,30,22,30,IST,46,150
7196,2009-05-30 23:00:00+01:00,5/30/09,2009,5,30,23,0,IST,47,150
7197,2009-05-30 23:30:00+01:00,5/30/09,2009,5,30,23,30,IST,48,150
7198,2009-05-31 00:00:00+01:00,5/31/09,2009,5,31,0,0,IST,1,151
7199,2009-05-31 00:30:00+01:00,5/31/09,2009,5,31,0,30,IST,2,151
7200,2009-05-31 01:00:00+01:00,5/31/09,2009,5,31,1,0,IST,3,151
7201,2009-05-31 01:30:00+01:00,5/31/09,2009,5,31,1,30,IST,4,151
7202,2009-05-31 02:00:00+01:00,5/31/09,2009,5,31,2,0,IST,5,151
7203,2009-05-31 02:30:00+01:00,5/31/09,2009,5,31,2,30,IST,6,151
7204,2009-05-31 03:00:00+01:00,5/31/09,2009,5,31,3,0,IST,7,151
7205,2009-05-31 03:30:00+01:00,5/31/09,2009,5,31,3,30,IST,8,151
7206,2009-05-31 04:00:00+01:00,5/31/09,2009,5,31,4,0,IST,9,151
7207,2009-05-31 04:30:00+01:00,5/31/09,2009,5,31,4,30,IST,10,151
7208,2009-05-31 05:00:00+01:00,5/31/09,2009,5,31,5,0,IST,11,151
7209,2009-05-31 05:30:00+01:00,5/31/09,2009,5,31,5,30,IST,12,151
7210,2009-05-31 06:00:00+01:00,5/31/09,2009,5,31,6,0,IST,13,151
7211,2009-05-31 06:30:00+01:00,5/31/09,2009,5,31,6,30,IST,14,151
7212,2009-05-31 07:00:00+01:00,5/31/09,2009,5,31,7,0,IST,15,151
7213,2009-05-31 07:30:00+01:00,5/31/09,2009,5,31,7,30,IST,16,151
7214,2009-05-31 08:00:00+01:00,5/31/09,2009,5,31,8,0,IST,17,151
7215,2009-05-31 08:30:00+01:00,5/31/09,2009,5,31,8,30,IST,18,151
7216,2009-05-31 09:00:00+01:00,5/31/09,2009,5,31,9,0,IST,19,151
7217,2009-05-31 09:30:00+01:00,5/31/09,2009,5,31,9,30,IST,20,151
7218,2009-05-31 10:00:00+01:00,5/31/09,2009,5,31,10,0,IST,21,151
7219,2009-05-31 10:30:00+01:00,5/31/09,2009,5,31,10,30,IST,22,151
7220,2009-05-31 11:00:00+01:00,5/31/09,2009,5,31,11,0,IST,23,151
7221,2009-05-31 11:30:00+01:00,5/31/09,2009,5,31,11,30,IST,24,151
7222,2009-05-31 12:00:00+01:00,5/31/09,2009,5,31,12,0,IST,25,151
7223,2009-05-31 12:30:00+01:00,5/31/09,2009,5,31,12,30,IST,26,151
7224,2009-05-31 13:00:00+01:00,5/31/09,2009,5,31,13,0,IST,27,151
7225,2009-05-31 13:30:00+01:00,5/31/09,2009,5,31,13,30,IST,28,151
7226,2009-05-31 14:00:00+01:00,5/31/09,2009,5,31,14,0,IST,29,151
7227,2009-05-31 14:30:00+01:00,5/31/09,2009,5,31,14,30,IST,30,151
7228,2009-05-31 15:00:00+01:00,5/31/09,2009,5,31,15,0,IST,31,151
7229,2009-05-31 15:30:00+01:00,5/31/09,2009,5,31,15,30,IST,32,151
7230,2009-05-31 16:00:00+01:00,5/31/09,2009,5,31,16,0,IST,33,151
7231,2009-05-31 16:30:00+01:00,5/31/09,2009,5,31,16,30,IST,34,151
7232,2009-05-31 17:00:00+01:00,5/31/09,2009,5,31,17,0,IST,35,151
7233,2009-05-31 17:30:00+01:00,5/31/09,2009,5,31,17,30,IST,36,151
7234,2009-05-31 18:00:00+01:00,5/31/09,2009,5,31,18,0,IST,37,151
7235,2009-05-31 18:30:00+01:00,5/31/09,2009,5,31,18,30,IST,38,151
7236,2009-05-31 19:00:00+01:00,5/31/09,2009,5,31,19,0,IST,39,151
7237,2009-05-31 19:30:00+01:00,5/31/09,2009,5,31,19,30,IST,40,151
7238,2009-05-31 20:00:00+01:00,5/31/09,2009,5,31,20,0,IST,41,151
7239,2009-05-31 20:30:00+01:00,5/31/09,2009,5,31,20,30,IST,42,151
7240,2009-05-31 21:00:00+01:00,5/31/09,2009,5,31,21,0,IST,43,151
7241,2009-05-31 21:30:00+01:00,5/31/09,2009,5,31,21,30,IST,44,151
7242,2009-05-31 22:00:00+01:00,5/31/09,2009,5,31,22,0,IST,45,151
7243,2009-05-31 22:30:00+01:00,5/31/09,2009,5,31,22,30,IST,46,151
7244,2009-05-31 23:00:00+01:00,5/31/09,2009,5,31,23,0,IST,47,151
7245,2009-05-31 23:30:00+01:00,5/31/09,2009,5,31,23,30,IST,48,151
7246,2009-06-01 00:00:00+01:00,6/1/09,2009,6,1,0,0,IST,1,152
7247,2009-06-01 00:30:00+01:00,6/1/09,2009,6,1,0,30,IST,2,152
7248,2009-06-01 01:00:00+01:00,6/1/09,2009,6,1,1,0,IST,3,152
7249,2009-06-01 01:30:00+01:00,6/1/09,2009,6,1,1,30,IST,4,152
7250,2009-06-01 02:00:00+01:00,6/1/09,2009,6,1,2,0,IST,5,152
7251,2009-06-01 02:30:00+01:00,6/1/09,2009,6,1,2,30,IST,6,152
7252,2009-06-01 03:00:00+01:00,6/1/09,2009,6,1,3,0,IST,7,152
7253,2009-06-01 03:30:00+01:00,6/1/09,2009,6,1,3,30,IST,8,152
7254,2009-06-01 04:00:00+01:00,6/1/09,2009,6,1,4,0,IST,9,152
7255,2009-06-01 04:30:00+01:00,6/1/09,2009,6,1,4,30,IST,10,152
7256,2009-06-01 05:00:00+01:00,6/1/09,2009,6,1,5,0,IST,11,152
7257,2009-06-01 05:30:00+01:00,6/1/09,2009,6,1,5,30,IST,12,152
7258,2009-06-01 06:00:00+01:00,6/1/09,2009,6,1,6,0,IST,13,152
7259,2009-06-01 06:30:00+01:00,6/1/09,2009,6,1,6,30,IST,14,152
7260,2009-06-01 07:00:00+01:00,6/1/09,2009,6,1,7,0,IST,15,152
7261,2009-06-01 07:30:00+01:00,6/1/09,2009,6,1,7,30,IST,16,152
7262,2009-06-01 08:00:00+01:00,6/1/09,2009,6,1,8,0,IST,17,152
7263,2009-06-01 08:30:00+01:00,6/1/09,2009,6,1,8,30,IST,18,152
7264,2009-06-01 09:00:00+01:00,6/1/09,2009,6,1,9,0,IST,19,152
7265,2009-06-01 09:30:00+01:00,6/1/09,2009,6,1,9,30,IST,20,152
7266,2009-06-01 10:00:00+01:00,6/1/09,2009,6,1,10,0,IST,21,152
7267,2009-06-01 10:30:00+01:00,6/1/09,2009,6,1,10,30,IST,22,152
7268,2009-06-01 11:00:00+01:00,6/1/09,2009,6,1,11,0,IST,23,152
7269,2009-06-01 11:30:00+01:00,6/1/09,2009,6,1,11,30,IST,24,152
7270,2009-06-01 12:00:00+01:00,6/1/09,2009,6,1,12,0,IST,25,152
7271,2009-06-01 12:30:00+01:00,6/1/09,2009,6,1,12,30,IST,26,152
7272,2009-06-01 13:00:00+01:00,6/1/09,2009,6,1,13,0,IST,27,152
7273,2009-06-01 13:30:00+01:00,6/1/09,2009,6,1,13,30,IST,28,152
7274,2009-06-01 14:00:00+01:00,6/1/09,2009,6,1,14,0,IST,29,152
7275,2009-06-01 14:30:00+01:00,6/1/09,2009,6,1,14,30,IST,30,152
7276,2009-06-01 15:00:00+01:00,6/1/09,2009,6,1,15,0,IST,31,152
7277,2009-06-01 15:30:00+01:00,6/1/09,2009,6,1,15,30,IST,32,152
7278,2009-06-01 16:00:00+01:00,6/1/09,2009,6,1,16,0,IST,33,152
7279,2009-06-01 16:30:00+01:00,6/1/09,2009,6,1,16,30,IST,34,152
7280,2009-06-01 17:00:00+01:00,6/1/09,2009,6,1,17,0,IST,35,152
7281,2009-06-01 17:30:00+01:00,6/1/09,2009,6,1,17,30,IST,36,152
7282,2009-06-01 18:00:00+01:00,6/1/09,2009,6,1,18,0,IST,37,152
7283,2009-06-01 18:30:00+01:00,6/1/09,2009,6,1,18,30,IST,38,152
7284,2009-06-01 19:00:00+01:00,6/1/09,2009,6,1,19,0,IST,39,152
7285,2009-06-01 19:30:00+01:00,6/1/09,2009,6,1,19,30,IST,40,152
7286,2009-06-01 20:00:00+01:00,6/1/09,2009,6,1,20,0,IST,41,152
7287,2009-06-01 20:30:00+01:00,6/1/09,2009,6,1,20,30,IST,42,152
7288,2009-06-01 21:00:00+01:00,6/1/09,2009,6,1,21,0,IST,43,152
7289,2009-06-01 21:30:00+01:00,6/1/09,2009,6,1,21,30,IST,44,152
7290,2009-06-01 22:00:00+01:00,6/1/09,2009,6,1,22,0,IST,45,152
7291,2009-06-01 22:30:00+01:00,6/1/09,2009,6,1,22,30,IST,46,152
7292,2009-06-01 23:00:00+01:00,6/1/09,2009,6,1,23,0,IST,47,152
7293,2009-06-01 23:30:00+01:00,6/1/09,2009,6,1,23,30,IST,48,152
7294,2009-06-02 00:00:00+01:00,6/2/09,2009,6,2,0,0,IST,1,153
7295,2009-06-02 00:30:00+01:00,6/2/09,2009,6,2,0,30,IST,2,153
7296,2009-06-02 01:00:00+01:00,6/2/09,2009,6,2,1,0,IST,3,153
7297,2009-06-02 01:30:00+01:00,6/2/09,2009,6,2,1,30,IST,4,153
7298,2009-06-02 02:00:00+01:00,6/2/09,2009,6,2,2,0,IST,5,153
7299,2009-06-02 02:30:00+01:00,6/2/09,2009,6,2,2,30,IST,6,153
7300,2009-06-02 03:00:00+01:00,6/2/09,2009,6,2,3,0,IST,7,153
7301,2009-06-02 03:30:00+01:00,6/2/09,2009,6,2,3,30,IST,8,153
7302,2009-06-02 04:00:00+01:00,6/2/09,2009,6,2,4,0,IST,9,153
7303,2009-06-02 04:30:00+01:00,6/2/09,2009,6,2,4,30,IST,10,153
7304,2009-06-02 05:00:00+01:00,6/2/09,2009,6,2,5,0,IST,11,153
7305,2009-06-02 05:30:00+01:00,6/2/09,2009,6,2,5,30,IST,12,153
7306,2009-06-02 06:00:00+01:00,6/2/09,2009,6,2,6,0,IST,13,153
7307,2009-06-02 06:30:00+01:00,6/2/09,2009,6,2,6,30,IST,14,153
7308,2009-06-02 07:00:00+01:00,6/2/09,2009,6,2,7,0,IST,15,153
7309,2009-06-02 07:30:00+01:00,6/2/09,2009,6,2,7,30,IST,16,153
7310,2009-06-02 08:00:00+01:00,6/2/09,2009,6,2,8,0,IST,17,153
7311,2009-06-02 08:30:00+01:00,6/2/09,2009,6,2,8,30,IST,18,153
7312,2009-06-02 09:00:00+01:00,6/2/09,2009,6,2,9,0,IST,19,153
7313,2009-06-02 09:30:00+01:00,6/2/09,2009,6,2,9,30,IST,20,153
7314,2009-06-02 10:00:00+01:00,6/2/09,2009,6,2,10,0,IST,21,153
7315,2009-06-02 10:30:00+01:00,6/2/09,2009,6,2,10,30,IST,22,153
7316,2009-06-02 11:00:00+01:00,6/2/09,2009,6,2,11,0,IST,23,153
7317,2009-06-02 11:30:00+01:00,6/2/09,2009,6,2,11,30,IST,24,153
7318,2009-06-02 12:00:00+01:00,6/2/09,2009,6,2,12,0,IST,25,153
7319,2009-06-02 12:30:00+01:00,6/2/09,2009,6,2,12,30,IST,26,153
7320,2009-06-02 13:00:00+01:00,6/2/09,2009,6,2,13,0,IST,27,153
7321,2009-06-02 13:30:00+01:00,6/2/09,2009,6,2,13,30,IST,28,153
7322,2009-06-02 14:00:00+01:00,6/2/09,2009,6,2,14,0,IST,29,153
7323,2009-06-02 14:30:00+01:00,6/2/09,2009,6,2,14,30,IST,30,153
7324,2009-06-02 15:00:00+01:00,6/2/09,2009,6,2,15,0,IST,31,153
7325,2009-06-02 15:30:00+01:00,6/2/09,2009,6,2,15,30,IST,32,153
7326,2009-06-02 16:00:00+01:00,6/2/09,2009,6,2,16,0,IST,33,153
7327,2009-06-02 16:30:00+01:00,6/2/09,2009,6,2,16,30,IST,34,153
7328,2009-06-02 17:00:00+01:00,6/2/09,2009,6,2,17,0,IST,35,153
7329,2009-06-02 17:30:00+01:00,6/2/09,2009,6,2,17,30,IST,36,153
7330,2009-06-02 18:00:00+01:00,6/2/09,2009,6,2,18,0,IST,37,153
7331,2009-06-02 18:30:00+01:00,6/2/09,2009,6,2,18,30,IST,38,153
7332,2009-06-02 19:00:00+01:00,6/2/09,2009,6,2,19,0,IST,39,153
7333,2009-06-02 19:30:00+01:00,6/2/09,2009,6,2,19,30,IST,40,153
7334,2009-06-02 20:00:00+01:00,6/2/09,2009,6,2,20,0,IST,41,153
